Base_addr,Register_Name,Reg_Addr_Offset_hex,REG_ADDR_hex,Reg_Type,Field_Name,Bit_Width,Reset_Value_hex,Description,signal_info
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_17,1F44,A0001F44,RW,hc_debug_rw_17,[31:0],0,,ctrl.debug_rw[17]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_18,1F48,A0001F48,RW,hc_debug_rw_18,[31:0],0,,ctrl.debug_rw[18]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_19,1F4C,A0001F4C,RW,hc_debug_rw_19,[31:0],0,,ctrl.debug_rw[19]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_20,1F50,A0001F50,RW,hc_debug_rw_20,[31:0],0,,ctrl.debug_rw[20]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_21,1F54,A0001F54,RW,hc_debug_rw_21,[31:0],0,,ctrl.debug_rw[21]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_22,1F58,A0001F58,RW,hc_debug_rw_22,[31:0],0,,ctrl.debug_rw[22]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_23,1F5C,A0001F5C,RW,hc_debug_rw_23,[31:0],0, ,ctrl.debug_rw[23]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_24,1F60,A0001F60,RW,hc_debug_rw_24,[31:0],0, ,ctrl.debug_rw[24]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_25,1F64,A0001F64,RW,hc_debug_rw_25,[31:0],0, ,ctrl.debug_rw[25]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_26,1F68,A0001F68,RW,hc_debug_rw_26,[31:0],0, ,ctrl.debug_rw[26]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_27,1F6C,A0001F6C,RW,hc_debug_rw_27,[31:0],0, ,ctrl.debug_rw[27]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_28,1F70,A0001F70,RW,hc_debug_rw_28,[31:0],0, ,ctrl.debug_rw[28]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_29,1F74,A0001F74,RW,hc_debug_rw_29,[31:0],0, ,ctrl.debug_rw[29]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DEBUG_RW_30,1F78,A0001F78,RW,hc_debug_rw_30,[31:0],0,,ctrl.debug_rw[30]
FPGA_BASE_ADDR_TOP_CTRL_HELPCHIP,HC_DBG_SCRATCH,1FFC,A0001FFC,RW,hc_dbg_scratch,[31:0],3333_cccc, ,
