Base_addr,Register_Name,Reg_Addr_Offset_hex,REG_ADDR_hex,Reg_Type,Field_Name,Bit_Width,Reset_Value_hex,Description,signal_info
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc3_01_over_threshold1_mask,[6],0,ADC6 (Bank 227 ADC01) Threshold1 Interrupt Mask,ctrl.adc_over_threshold1_mask[6]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc3_23_over_threshold1_mask,[7],0,ADC7 (Bank 227 ADC23) Threshold1 Interrupt Mask,ctrl.adc_over_threshold1_mask[7]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc0_01_over_threshold2_mask,[8],0,ADC0 (Bank 224 ADC01) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[0]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc0_23_over_threshold2_mask,[9],0,ADC1 (Bank 224 ADC23) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[1]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc1_01_over_threshold2_mask,[10],0,ADC2 (Bank 225 ADC01) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[2]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc1_23_over_threshold2_mask,[11],0,ADC3 (Bank 225 ADC23) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[3]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc2_01_over_threshold2_mask,[12],0,ADC4 (Bank 226 ADC01) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[4]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc2_23_over_threshold2_mask,[13],0,ADC5 (Bank 226 ADC23) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[5]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc3_01_over_threshold2_mask,[14],0,ADC6 (Bank 227 ADC01) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[6]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_THRESHOLD_INTR_MASK_REGISTER,104,A026E104,RW,adc3_23_over_threshold2_mask,[15],0,ADC7 (Bank 227 ADC23) Threshold2 Interrupt Mask,ctrl.adc_over_threshold2_mask[7]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_REAL_TIME_STATUS_REGISTER,108,A026E108,RO,adc_over_range,[7:0],0,"Over Range, Bit 0:ADC0 (Bank 224 ADC01), 1: ADC1 (Bank 224 ADC23), 2:ADC2 (Bank 225 ADC 01), ...",ctrl.adc_over_range
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_ADC_REAL_TIME_STATUS_REGISTER,108,A026E108,RO,adc_over_voltage,[15:8],0,"Over Voltage, Bit 0:ADC0 (Bank 224 ADC01), 1: ADC1 (Bank 224 ADC23), 2:ADC2 (Bank 225 ADC 01), …",ctrl.adc_over_voltage
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_STATUS_REGISTER,110,A026E110,RO,ext_alarm_0,[0],0,External Alarm Interrupt Status,ctrl.ext_alarm[0]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_STATUS_REGISTER,110,A026E110,RO,ext_alarm_1,[1],0,,ctrl.ext_alarm[1]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_STATUS_REGISTER,110,A026E110,RO,ext_alarm_2,[2],0,,ctrl.ext_alarm[2]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_STATUS_REGISTER,110,A026E110,RO,ext_alarm_3,[3],0,,ctrl.ext_alarm[3]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_MASK_REGISTER,114,A026E114,RW,ext_alarm_0_mask,[0],0,External Alarm Interrupt Masks,ctrl.ext_alarm_mask[0]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_MASK_REGISTER,114,A026E114,RW,ext_alarm_1_mask,[1],0,,ctrl.ext_alarm_mask[1]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_MASK_REGISTER,114,A026E114,RW,ext_alarm_2_mask,[2],0,,ctrl.ext_alarm_mask[2]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_EXT_ALARM_INTR_MASK_REGISTER,114,A026E114,RW,ext_alarm_3_mask,[3],0,,ctrl.ext_alarm_mask[3]
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_STATUS_REGISTER,120,A026E120,RO,sfp0_los,[0],0,SFP0 LOS,ctrl.sfp0_los
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_STATUS_REGISTER,120,A026E120,RO,sfp1_los,[1],0,SFP1 LOS,ctrl.sfp1_los
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_STATUS_REGISTER,120,A026E120,RO,sfp0_tx_fault,[8],0,SFP0 TX FAULT,ctrl.sfp0_tx_fault
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_STATUS_REGISTER,120,A026E120,RO,sfp1_tx_fault,[9],0,SFP1 TX FAULT,ctrl.sfp1_tx_fault
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_MASK_REGISTER,124,A026E124,RW,sfp0_los_mask,[0],0,SFP0 los mask,ctrl.sfp0_los_mask
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_MASK_REGISTER,124,A026E124,RW,sfp1_los_mask,[1],0,SFP1 los mask,ctrl.sfp1_los_mask
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_MASK_REGISTER,124,A026E124,RW,sfp0_tx_fault_mask,[8],0,SFP0 tx fault mask,ctrl.sfp0_tx_fault_mask
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_MASK_REGISTER,124,A026E124,RW,sfp1_tx_fault_mask,[9],0,SFP1 tx fault mask,ctrl.sfp1_tx_fault_mask
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_DETECT_REGISTER,128,A026E128,RO,sfp0_detect_n,[0],0,SFP0 Detect active low,ctrl.sfp0_detect_n
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_SFP_DETECT_REGISTER,128,A026E128,RO,sfp1_detect_n,[1],0,SFP1 Detect active low,ctrl.sfp1_detect_n
FPGA_BASE_ADDR_TOP_CTRL_INTR,FPGA_REG_INTR_SCRATCH,1FFC,A026FFFC,RW,irq_scratch,[31:0],4444_dddd,,
